Wavelength (Angstroms), Normalized intensity, Element
7774.064, 8402, 
7774.066, 8369, 
7774.068, 8333, 
7774.07, 8297, 
7774.072, 8261, 
7774.074, 8223, 
7774.076, 8186, 
7774.078, 8150, 
7774.08, 8113, 
7774.082, 8075, 
7774.084, 8040, 
7774.086, 8004, 
7774.088, 7967, 
7774.09, 7933, 
7774.092, 7898, 
7774.094, 7861, 
7774.096, 7827, 
7774.098, 7792, 
7774.1, 7757, 
7774.102, 7723, 
7774.104, 7690, 
7774.106, 7657, 
7774.108, 7622, 
7774.11, 7589, 
7774.112, 7556, 
7774.114, 7522, 
7774.116, 7489, 
7774.118, 7456, 
7774.12, 7424, 
7774.122, 7391, 
7774.124, 7361, 
7774.126, 7332, 
7774.128, 7302, 
7774.13, 7272, 
7774.132, 7244, 
7774.134, 7214, 
7774.136, 7187, 
7774.138, 7158, 
7774.14, 7133, 
7774.142, 7109, 
7774.144, 7085, 
7774.146, 7064, 
7774.148, 7044, 
7774.15, 7026, 
7774.152, 7010, 
7774.154, 6995, 
7774.156, 6982, 
7774.158, 6969, 
7774.16, 6957, 
7774.162, 6947, 
7774.164, 6938, 
7774.166, 6931, 
7774.168, 6925, 
7774.17, 6920, 
7774.172, 6918, 
7774.174, 6916, 
7774.176, 6916, 
7774.178, 6917, 
7774.18, 6919, 
7774.182, 6923, 
7774.184, 6927, 
7774.186, 6935, 
7774.188, 6944, 
7774.19, 6954, 
7774.192, 6970, 
7774.194, 6985, 
7774.196, 7002, 
7774.198, 7020, 
7774.2, 7040, 
7774.202, 7061, 
7774.204, 7084, 
7774.206, 7107, 
7774.208, 7132, 
7774.21, 7158, 
7774.212, 7187, 
7774.214, 7218, 
7774.216, 7250, 
7774.218, 7283, 
7774.22, 7317, 
7774.222, 7352, 
7774.224, 7387, 
7774.226, 7423, 
7774.228, 7461, 
7774.23, 7499, 
7774.232, 7537, 
7774.234, 7578, 
7774.236, 7617, 
7774.238, 7660, 
7774.24, 7704, 
7774.242, 7748, 
7774.244, 7793, 
7774.246, 7838, 
7774.248, 7883, 
7774.25, 7927, 
7774.252, 7972, 
7774.254, 8016, 
7774.256, 8058, 
7774.258, 8101, 
7774.26, 8144, 
7774.262, 8185, 
7774.264, 8228, 
7774.266, 8270, 
7774.268, 8310, 
7774.27, 8353, 
7774.272, 8393, 
7774.274, 8434, 
7774.276, 8476, 
7774.278, 8514, 
7774.28, 8552, 
7774.282, 8590, 
7774.284, 8627, 
7774.286, 8663, 
7774.288, 8700, 
7774.29, 8737, 
7774.292, 8773, 
7774.294, 8808, 
7774.296, 8842, 
7774.298, 8874, 
7774.3, 8904, 
7774.302, 8934, 
7774.304, 8958, 
7774.306, 8985, 
7774.308, 9010, 
7774.31, 9033, 
7774.312, 9058, 
7774.314, 9082, 
7774.316, 9106, 
7774.318, 9130, 
7774.32, 9155, 
7774.322, 9180, 
7774.324, 9203, 
7774.326, 9226, 
7774.328, 9249, 
7774.33, 9266, 
7774.332, 9284, 
7774.334, 9303, 
7774.336, 9321, 
7774.338, 9340, 
7774.34, 9358, 
7774.342, 9375, 
7774.344, 9392, 
7774.346, 9406, 
7774.348, 9422, 
7774.35, 9437, 
7774.352, 9451, 
7774.354, 9464, 
7774.356, 9475, 
7774.358, 9487, 
7774.36, 9499, 
7774.362, 9511, 
7774.364, 9521, 
7774.366, 9531, 
7774.368, 9542, 
7774.37, 9552, 
7774.372, 9562, 
7774.374, 9572, 
7774.376, 9582, 
7774.378, 9591, 
7774.38, 9600, 
7774.382, 9609, 
7774.384, 9618, 
7774.386, 9626, 
7774.388, 9634, 
7774.39, 9641, 
7774.392, 9648, 
7774.394, 9656, 
7774.396, 9663, 
7774.398, 9670, 
7774.4, 9676, 
7774.402, 9683, 
7774.404, 9689, 
7774.406, 9695, 
7774.408, 9701, 
7774.41, 9707, 
7774.412, 9712, 
7774.414, 9717, 
7774.416, 9722, 
7774.418, 9727, 
7774.42, 9731, 
7774.422, 9735, 
7774.424, 9739, 
7774.426, 9742, 
7774.428, 9745, 
7774.43, 9749, 
7774.432, 9753, 
7774.434, 9757, 
7774.436, 9761, 
7774.438, 9764, 
7774.44, 9767, 
7774.442, 9771, 
7774.444, 9775, 
7774.446, 9777, 
7774.448, 9781, 
7774.45, 9784, 
7774.452, 9787, 
7774.454, 9790, 
7774.456, 9791, 
7774.458, 9794, 
7774.46, 9797, 
7774.462, 9800, 
7774.464, 9802, 
7774.466, 9804, 
7774.468, 9807, 
7774.47, 9809, 
7774.472, 9811, 
7774.474, 9813, 
7774.476, 9816, 
7774.478, 9817, 
7774.48, 9819, 
7774.482, 9820, 
7774.484, 9822, 
7774.486, 9824, 
7774.488, 9826, 
7774.49, 9828, 
7774.492, 9829, 
7774.494, 9831, 
7774.496, 9833, 
7774.498, 9834, 
7774.5, 9835, 
7774.502, 9837, 
7774.504, 9838, 
7774.506, 9840, 
7774.508, 9841, 
7774.51, 9842, 
7774.512, 9843, 
7774.514, 9845, 
7774.516, 9846, 
7774.518, 9847, 
7774.52, 9849, 
7774.522, 9850, 
7774.524, 9851, 
7774.526, 9852, 
7774.528, 9853, 
7774.53, 9855, 
7774.532, 9856, 
7774.534, 9855, 
7774.536, 9856, 
7774.538, 9856, 
7774.54, 9856, 
7774.542, 9857, 
7774.544, 9858, 
7774.546, 9859, 
7774.548, 9859, 
7774.55, 9860, 
7774.552, 9860, 
7774.554, 9861, 
7774.556, 9862, 
7774.558, 9861, 
7774.56, 9861, 
7774.562, 9862, 
7774.564, 9863, 
7774.566, 9863, 
7774.568, 9863, 
7774.57, 9863, 
7774.572, 9864, 
7774.574, 9864, 
7774.576, 9865, 
7774.578, 9865, 
7774.58, 9865, 
7774.582, 9864, 
7774.584, 9865, 
7774.586, 9865, 
7774.588, 9866, 
7774.59, 9866, 
7774.592, 9867, 
7774.594, 9867, 
7774.596, 9867, 
7774.598, 9867, 
7774.6, 9868, 
7774.602, 9868, 
7774.604, 9869, 
7774.606, 9868, 
7774.608, 9868, 
7774.61, 9868, 
7774.612, 9868, 
7774.614, 9868, 
7774.616, 9869, 
7774.618, 9869, 
7774.62, 9870, 
7774.622, 9870, 
7774.624, 9870, 
7774.626, 9870, 
7774.628, 9869, 
7774.63, 9870, 
7774.632, 9870, 
7774.634, 9871, 
7774.636, 9871, 
7774.638, 9872, 
7774.64, 9872, 
7774.642, 9872, 
7774.644, 9872, 
7774.646, 9873, 
7774.648, 9873, 
7774.65, 9873, 
7774.652, 9872, 
7774.654, 9873, 
7774.656, 9873, 
7774.658, 9873, 
7774.66, 9874, 
7774.662, 9874, 
7774.664, 9874, 
7774.666, 9874, 
7774.668, 9874, 
7774.67, 9874, 
7774.672, 9874, 
7774.674, 9874, 
7774.676, 9874, 
7774.678, 9873, 
7774.68, 9873, 
7774.682, 9873, 
7774.684, 9873, 
7774.686, 9873, 
7774.688, 9873, 
7774.69, 9873, 
7774.692, 9873, 
7774.694, 9873, 
7774.696, 9872, 
7774.698, 9871, 
7774.7, 9871, 
7774.702, 9870, 
7774.704, 9870, 
7774.706, 9871, 
7774.708, 9871, 
7774.71, 9870, 
7774.712, 9870, 
7774.714, 9870, 
7774.716, 9869, 
7774.718, 9869, 
7774.72, 9869, 
7774.722, 9868, 
7774.724, 9868, 
7774.726, 9868, 
7774.728, 9867, 
7774.73, 9867, 
7774.732, 9867, 
7774.734, 9867, 
7774.736, 9867, 
7774.738, 9867, 
7774.74, 9867, 
7774.742, 9867, 
7774.744, 9866, 
7774.746, 9866, 
7774.748, 9866, 
7774.75, 9867, 
7774.752, 9867, 
7774.754, 9867, 
7774.756, 9867, 
7774.758, 9867, 
7774.76, 9867, 
7774.762, 9868, 
7774.764, 9868, 
7774.766, 9869, 
7774.768, 9868, 
7774.77, 9868, 
7774.772, 9868, 
7774.774, 9868, 
7774.776, 9868, 
7774.778, 9868, 
7774.78, 9868, 
7774.782, 9868, 
7774.784, 9868, 
7774.786, 9867, 
7774.788, 9867, 
7774.79, 9867, 
7774.792, 9865, 
7774.794, 9865, 
7774.796, 9865, 
7774.798, 9864, 
7774.8, 9863, 
7774.802, 9863, 
7774.804, 9862, 
7774.806, 9862, 
7774.808, 9862, 
7774.81, 9862, 
7774.812, 9861, 
7774.814, 9860, 
7774.816, 9859, 
7774.818, 9859, 
7774.82, 9859, 
7774.822, 9859, 
7774.824, 9859, 
7774.826, 9858, 
7774.828, 9858, 
7774.83, 9858, 
7774.832, 9858, 
7774.834, 9858, 
7774.836, 9857, 
7774.838, 9857, 
7774.84, 9857, 
7774.842, 9857, 
7774.844, 9857, 
7774.846, 9857, 
7774.848, 9857, 
7774.85, 9857, 
7774.852, 9857, 
7774.854, 9857, 
7774.856, 9857, 
7774.858, 9857, 
7774.86, 9856, 
7774.862, 9856, 
7774.864, 9856, 
7774.866, 9856, 
7774.868, 9856, 
7774.87, 9856, 
7774.872, 9856, 
7774.874, 9855, 
7774.876, 9855, 
7774.878, 9855, 
7774.88, 9854, 
7774.882, 9854, 
7774.884, 9852, 
7774.886, 9851, 
7774.888, 9850, 
7774.89, 9849, 
7774.892, 9848, 
7774.894, 9847, 
7774.896, 9846, 
7774.898, 9846, 
7774.9, 9845, 
7774.902, 9843, 
7774.904, 9842, 
7774.906, 9840, 
7774.908, 9838, 
7774.91, 9837, 
7774.912, 9836, 
7774.914, 9834, 
7774.916, 9833, 
7774.918, 9832, 
7774.92, 9831, 
7774.922, 9829, 
7774.924, 9828, 
7774.926, 9827, 
7774.928, 9825, 
7774.93, 9824, 
7774.932, 9823, 
7774.934, 9823, 
7774.936, 9822, 
7774.938, 9821, 
7774.94, 9821, 
7774.942, 9820, 
7774.944, 9820, 
7774.946, 9820, 
7774.948, 9820, 
7774.95, 9820, 
7774.952, 9819, 
7774.954, 9819, 
7774.956, 9819, 
7774.958, 9819, 
7774.96, 9819, 
7774.962, 9819, 
7774.964, 9819, 
7774.966, 9820, 
7774.968, 9821, 
7774.97, 9821, 
7774.972, 9822, 
7774.974, 9822, 
7774.976, 9822, 
7774.978, 9823, 
7774.98, 9823, 
7774.982, 9824, 
7774.984, 9824, 
7774.986, 9825, 
7774.988, 9826, 
7774.99, 9826, 
7774.992, 9827, 
7774.994, 9828, 
7774.996, 9829, 
7774.998, 9828, 
7775.0, 9828, 
7775.002, 9830, 
7775.004, 9831, 
7775.006, 9831, 
7775.008, 9832, 
7775.01, 9832, 
7775.012, 9833, 
7775.014, 9833, 
7775.016, 9833, 
7775.018, 9834, 
7775.02, 9834, 
7775.022, 9834, 
7775.024, 9834, 
7775.026, 9834, 
7775.028, 9835, 
7775.03, 9834, 
7775.032, 9835, 
7775.034, 9834, 
7775.036, 9834, 
7775.038, 9834, 
7775.04, 9834, 
7775.042, 9833, 
7775.044, 9833, 
7775.046, 9832, 
7775.048, 9832, 
7775.05, 9831, 
7775.052, 9831, 
7775.054, 9830, 
7775.056, 9829, 
7775.058, 9828, 
7775.06, 9827, 
7775.062, 9826, 
7775.064, 9825, 
7775.066, 9823, 
7775.068, 9822, 
7775.07, 9821, 
7775.072, 9820, 
7775.074, 9818, 
7775.076, 9818, 
7775.078, 9817, 
7775.08, 9815, 
7775.082, 9814, 
7775.084, 9813, 
7775.086, 9811, 
7775.088, 9810, 
7775.09, 9809, 
7775.092, 9808, 
7775.094, 9807, 
7775.096, 9805, 
7775.098, 9805, 
7775.1, 9804, 
7775.102, 9802, 
7775.104, 9801, 
7775.106, 9799, 
7775.108, 9798, 
7775.11, 9796, 
7775.112, 9795, 
7775.114, 9793, 
7775.116, 9792, 
7775.118, 9790, 
7775.12, 9788, 
7775.122, 9785, 
7775.124, 9783, 
7775.126, 9780, 
7775.128, 9777, 
7775.13, 9774, 
7775.132, 9771, 
7775.134, 9768, 
7775.136, 9765, 
7775.138, 9761, 
7775.14, 9758, 
7775.142, 9754, 
7775.144, 9751, 
7775.146, 9746, 
7775.148, 9743, 
7775.15, 9738, 
7775.152, 9731, 
7775.154, 9725, 
7775.156, 9722, 
7775.158, 9718, 
7775.16, 9715, 
7775.162, 9713, 
7775.164, 9712, 
7775.166, 9709, 
7775.168, 9706, 
7775.17, 9703, 
7775.172, 9697, 
7775.174, 9692, 
7775.176, 9683, 
7775.178, 9673, 
7775.18, 9662, 
7775.182, 9654, 
7775.184, 9646, 
7775.186, 9637, 
7775.188, 9628, 
7775.19, 9619, 
7775.192, 9609, 
7775.194, 9599, 
7775.196, 9588, 
7775.198, 9577, 
7775.2, 9565, 
7775.202, 9554, 
7775.204, 9542, 
7775.206, 9529, 
7775.208, 9518, 
7775.21, 9504, 
7775.212, 9491, 
7775.214, 9478, 
7775.216, 9465, 
7775.218, 9450, 
7775.22, 9435, 
7775.222, 9417, 
7775.224, 9400, 
7775.226, 9382, 
7775.228, 9364, 
7775.23, 9345, 
7775.232, 9328, 
7775.234, 9308, 
7775.236, 9289, 
7775.238, 9268, 
7775.24, 9247, 
7775.242, 9226, 
7775.244, 9205, 
7775.246, 9184, 
7775.248, 9162, 
7775.25, 9141, 
7775.252, 9118, 
7775.254, 9096, 
7775.256, 9073, 
7775.258, 9050, 
7775.26, 9026, 
7775.262, 9000, 
7775.264, 8974, 
7775.266, 8948, 
7775.268, 8920, 
7775.27, 8893, 
7775.272, 8865, 
7775.274, 8838, 
7775.276, 8810, 
7775.278, 8782, 
7775.28, 8753, 
7775.282, 8724, 
7775.284, 8693, 
7775.286, 8660, 
7775.288, 8627, 
7775.29, 8596, 
7775.292, 8563, 
7775.294, 8529, 
7775.296, 8498, 
7775.298, 8467, 
7775.3, 8436, 
7775.302, 8406, 
7775.304, 8377, 
7775.306, 8348, 
7775.308, 8318, 
7775.31, 8289, 
7775.312, 8261, 
7775.314, 8231, 
7775.316, 8202, 
7775.318, 8172, 
7775.32, 8143, 
7775.322, 8111, 
7775.324, 8080, 
7775.326, 8051, 
7775.328, 8019, 
7775.33, 7989, 
7775.332, 7958, 
7775.334, 7929, 
7775.336, 7900, 
7775.338, 7872, 
7775.34, 7845, 
7775.342, 7819, 
7775.344, 7795, 
7775.346, 7770, 
7775.348, 7746, 
7775.35, 7721, 
7775.352, 7699, 
7775.354, 7675, 
7775.356, 7652, 
7775.358, 7628, 
7775.36, 7607, 
7775.362, 7587, 
7775.364, 7567, 
7775.366, 7549, 
7775.368, 7531, 
7775.37, 7514, 
7775.372, 7498, 
7775.374, 7484, 
7775.376, 7470, 
7775.378, 7458, 
7775.38, 7447, 
7775.382, 7438, 
7775.384, 7430, 
7775.386, 7423, 
7775.388, 7417, 
7775.39, 7413, 
7775.392, 7409, 
7775.394, 7407, 
7775.396, 7406, 
7775.398, 7407, 
7775.4, 7408, 
7775.402, 7411, 
7775.404, 7416, 
7775.406, 7421, 
7775.408, 7429, 
7775.41, 7439, 
7775.412, 7450, 
7775.414, 7462, 
7775.416, 7476, 
7775.418, 7490, 
7775.42, 7508, 
7775.422, 7526, 
7775.424, 7546, 
7775.426, 7567, 
7775.428, 7589, 
7775.43, 7610, 
7775.432, 7635, 
7775.434, 7660, 
7775.436, 7686, 
7775.438, 7713, 
7775.44, 7740, 
7775.442, 7769, 
7775.444, 7799, 
7775.446, 7830, 
7775.448, 7862, 
7775.45, 7895, 
7775.452, 7930, 
7775.454, 7965, 
7775.456, 8001, 
7775.458, 8038, 
7775.46, 8074, 
7775.462, 8112, 
7775.464, 8150, 
7775.466, 8187, 
7775.468, 8224, 
7775.47, 8262, 
7775.472, 8299, 
7775.474, 8336, 
7775.476, 8374, 
7775.478, 8411, 
7775.48, 8448, 
7775.482, 8485, 
7775.484, 8521, 
7775.486, 8557, 
7775.488, 8593, 
7775.49, 8628, 
7775.492, 8663, 
7775.494, 8698, 
7775.496, 8731, 
7775.498, 8766, 
7775.5, 8800, 
7775.502, 8833, 
7775.504, 8864, 
7775.506, 8894, 
7775.508, 8924, 
7775.51, 8955, 
7775.512, 8982, 
7775.514, 9010, 
7775.516, 9038, 
7775.518, 9065, 
7775.52, 9090, 
7775.522, 9115, 
7775.524, 9140, 
7775.526, 9162, 
7775.528, 9182, 
7775.53, 9204, 
7775.532, 9221, 
7775.534, 9240, 
7775.536, 9260, 
7775.538, 9279, 
7775.54, 9296, 
7775.542, 9314, 
7775.544, 9332, 
7775.546, 9349, 
7775.548, 9366, 
7775.55, 9383, 
7775.552, 9400, 
7775.554, 9415, 
7775.556, 9431, 
7775.558, 9446, 
7775.56, 9462, 
7775.562, 9477, 
7775.564, 9491, 
7775.566, 9504, 
7775.568, 9517, 
7775.57, 9527, 
7775.572, 9538, 
7775.574, 9551, 
7775.576, 9561, 
7775.578, 9572, 
7775.58, 9582, 
7775.582, 9592, 
7775.584, 9602, 
7775.586, 9611, 
7775.588, 9620, 
7775.59, 9629, 
7775.592, 9636, 
7775.594, 9645, 
7775.596, 9653, 
7775.598, 9660, 
7775.6, 9667, 
7775.602, 9674, 
7775.604, 9680, 
7775.606, 9686, 
7775.608, 9691, 
7775.61, 9696, 
7775.612, 9701, 
7775.614, 9706, 
7775.616, 9712, 
7775.618, 9717, 
7775.62, 9722, 
7775.622, 9726, 
7775.624, 9730, 
7775.626, 9734, 
7775.628, 9738, 
7775.63, 9741, 
7775.632, 9744, 
7775.634, 9748, 
7775.636, 9751, 
7775.638, 9755, 
7775.64, 9758, 
7775.642, 9761, 
7775.644, 9764, 
7775.646, 9767, 
7775.648, 9771, 
7775.65, 9774, 
7775.652, 9777, 
7775.654, 9780, 
7775.656, 9783, 
7775.658, 9786, 
7775.66, 9788, 
7775.662, 9791, 
7775.664, 9793, 
7775.666, 9796, 
7775.668, 9798, 
7775.67, 9801, 
7775.672, 9803, 
7775.674, 9806, 
7775.676, 9808, 
7775.678, 9810, 
7775.68, 9812, 
7775.682, 9813, 
7775.684, 9815, 
7775.686, 9817, 
7775.688, 9819, 
7775.69, 9821, 
7775.692, 9822, 
7775.694, 9823, 
7775.696, 9824, 
7775.698, 9825, 
7775.7, 9827, 
7775.702, 9828, 
7775.704, 9829, 
7775.706, 9830, 
7775.708, 9831, 
7775.71, 9832, 
7775.712, 9832, 
7775.714, 9833, 
7775.716, 9834, 
7775.718, 9835, 
7775.72, 9836, 
7775.722, 9837, 
7775.724, 9838, 
7775.726, 9839, 
7775.728, 9839, 
7775.73, 9840, 
7775.732, 9841, 
7775.734, 9842, 
7775.736, 9843, 
7775.738, 9843, 
7775.74, 9844, 
7775.742, 9844, 
7775.744, 9845, 
7775.746, 9845, 
7775.748, 9846, 
7775.75, 9846, 
7775.752, 9847, 
7775.754, 9847, 
7775.756, 9848, 
7775.758, 9848, 
7775.76, 9848, 
7775.762, 9848, 
7775.764, 9848, 
7775.766, 9848, 
7775.768, 9849, 
7775.77, 9848, 
7775.772, 9848, 
7775.774, 9848, 
7775.776, 9848, 
7775.778, 9848, 
7775.78, 9848, 
7775.782, 9848, 
7775.784, 9848, 
7775.786, 9848, 
7775.788, 9848, 
7775.79, 9848, 
7775.792, 9847, 
7775.794, 9848, 
7775.796, 9848, 
7775.798, 9847, 
7775.8, 9848, 
7775.802, 9847, 
7775.804, 9847, 
7775.806, 9848, 
7775.808, 9849, 
7775.81, 9849, 
7775.812, 9849, 
7775.814, 9849, 
7775.816, 9849, 
7775.818, 9849, 
7775.82, 9850, 
7775.822, 9850, 
7775.824, 9850, 
7775.826, 9851, 
7775.828, 9851, 
7775.83, 9852, 
7775.832, 9852, 
7775.834, 9853, 
7775.836, 9853, 
7775.838, 9853, 
7775.84, 9854, 
7775.842, 9855, 
7775.844, 9855, 
7775.846, 9856, 
7775.848, 9856, 
7775.85, 9856, 
7775.852, 9857, 
7775.854, 9858, 
7775.856, 9859, 
7775.858, 9859, 
7775.86, 9860, 
7775.862, 9860, 
7775.864, 9861, 
7775.866, 9861, 
7775.868, 9862, 
7775.87, 9862, 
7775.872, 9862, 
7775.874, 9863, 
7775.876, 9863, 
7775.878, 9863, 
7775.88, 9863, 
7775.882, 9863, 
7775.884, 9863, 
7775.886, 9862, 
7775.888, 9862, 
7775.89, 9862, 
7775.892, 9862, 
7775.894, 9861, 
7775.896, 9861, 
7775.898, 9860, 
7775.9, 9861, 
7775.902, 9860, 
7775.904, 9860, 
7775.906, 9859, 
7775.908, 9858, 
7775.91, 9858, 
7775.912, 9858, 
7775.914, 9857, 
7775.916, 9857, 
7775.918, 9857, 
7775.92, 9857, 
7775.922, 9857, 
7775.924, 9856, 
7775.926, 9856, 
7775.928, 9856, 
7775.93, 9856, 
7775.932, 9856, 
7775.934, 9856, 
7775.936, 9856, 
7775.938, 9856, 
7775.94, 9856, 
7775.942, 9855, 
7775.944, 9855, 
7775.946, 9855, 
7775.948, 9855, 
7775.95, 9855, 
7775.952, 9855, 
7775.954, 9856, 
7775.956, 9856, 
7775.958, 9856, 
7775.96, 9856, 
7775.962, 9856, 
7775.964, 9856, 
7775.966, 9856, 
7775.968, 9856, 
7775.97, 9857, 
7775.972, 9857, 
7775.974, 9858, 
7775.976, 9859, 
7775.978, 9859, 
7775.98, 9859, 
7775.982, 9860, 
7775.984, 9861, 
7775.986, 9861, 
7775.988, 9862, 
7775.99, 9863, 
7775.992, 9863, 
7775.994, 9863, 
7775.996, 9864, 
7775.998, 9864, 
7776.0, 9865, 
7776.002, 9866, 
7776.004, 9866, 
7776.006, 9866, 
7776.008, 9867, 
7776.01, 9867, 
7776.012, 9867, 
7776.014, 9868, 
7776.016, 9869, 
7776.018, 9869, 
7776.02, 9869, 
7776.022, 9869, 
7776.024, 9869, 
7776.026, 9869, 
7776.028, 9869, 
7776.03, 9870, 
7776.032, 9870, 
7776.034, 9870, 
7776.036, 9870, 
7776.038, 9870, 
7776.04, 9870, 
7776.042, 9869, 
7776.044, 9869, 
7776.046, 9869, 
7776.048, 9869, 
7776.05, 9869, 
7776.052, 9868, 
7776.054, 9868, 
7776.056, 9868, 
7776.058, 9867, 
7776.06, 9867, 
7776.062, 9867, 
7776.064, 9867, 
7776.066, 9867, 
7776.068, 9867, 
7776.07, 9867, 
7776.072, 9867, 
7776.074, 9867, 
7776.076, 9867, 
7776.078, 9866, 
7776.08, 9866, 
7776.082, 9866, 
7776.084, 9866, 
7776.086, 9866, 
7776.088, 9866, 
7776.09, 9866, 
7776.092, 9866, 
7776.094, 9866, 
7776.096, 9866, 
7776.098, 9867, 
7776.1, 9867, 
7776.102, 9867, 
7776.104, 9868, 
7776.106, 9868, 
7776.108, 9868, 
7776.11, 9869, 
7776.112, 9869, 
7776.114, 9869, 
7776.116, 9870, 
7776.118, 9870, 
7776.12, 9870, 
7776.122, 9871, 
7776.124, 9871, 
7776.126, 9872, 
7776.128, 9873, 
7776.13, 9873, 
7776.132, 9874, 
7776.134, 9875, 
7776.136, 9876, 
7776.138, 9877, 
7776.14, 9878, 
7776.142, 9878, 
7776.144, 9879, 
7776.146, 9880, 
7776.148, 9880, 
7776.15, 9881, 
7776.152, 9882, 
7776.154, 9883, 
7776.156, 9885, 
7776.158, 9886, 
7776.16, 9886, 
7776.162, 9887, 
7776.164, 9888, 
7776.166, 9888, 
7776.168, 9889, 
7776.17, 9890, 
7776.172, 9890, 
7776.174, 9891, 
7776.176, 9891, 
7776.178, 9891, 
7776.18, 9892, 
7776.182, 9892, 
7776.184, 9892, 
7776.186, 9893, 
7776.188, 9893, 
7776.19, 9893, 
7776.192, 9893, 
7776.194, 9893, 
7776.196, 9893, 
7776.198, 9893, 
7776.2, 9893, 
7776.202, 9892, 
7776.204, 9892, 
7776.206, 9891, 
7776.208, 9890, 
7776.21, 9889, 
7776.212, 9889, 
7776.214, 9888, 
7776.216, 9887, 
7776.218, 9886, 
7776.22, 9885, 
7776.222, 9883, 
7776.224, 9882, 
7776.226, 9881, 
7776.228, 9880, 
7776.23, 9879, 
7776.232, 9878, 
7776.234, 9877, 
7776.236, 9876, 
7776.238, 9875, 
7776.24, 9874, 
7776.242, 9873, 
7776.244, 9872, 
7776.246, 9871, 
7776.248, 9870, 
7776.25, 9869, 
7776.252, 9868, 
7776.254, 9867, 
7776.256, 9867, 
7776.258, 9867, 
7776.26, 9866, 
7776.262, 9866, 
7776.264, 9866, 
7776.266, 9866, 
7776.268, 9866, 
7776.27, 9865, 
7776.272, 9865, 
7776.274, 9865, 
7776.276, 9865, 
7776.278, 9865, 
7776.28, 9865, 
7776.282, 9865, 
7776.284, 9865, 
7776.286, 9866, 
7776.288, 9866, 
7776.29, 9867, 
7776.292, 9867, 
7776.294, 9868, 
7776.296, 9868, 
7776.298, 9869, 
7776.3, 9869, 
7776.302, 9869, 
7776.304, 9870, 
7776.306, 9870, 
7776.308, 9870, 
7776.31, 9871, 
7776.312, 9871, 
7776.314, 9871, 
7776.316, 9871, 
7776.318, 9871, 
7776.32, 9871, 
7776.322, 9871, 
7776.324, 9871, 
7776.326, 9871, 
7776.328, 9871, 
7776.33, 9871, 
7776.332, 9871, 
7776.334, 9870, 
7776.336, 9870, 
7776.338, 9870, 
7776.34, 9869, 
7776.342, 9869, 
7776.344, 9868, 
7776.346, 9868, 
7776.348, 9867, 
7776.35, 9866, 
7776.352, 9866, 
7776.354, 9866, 
7776.356, 9865, 
7776.358, 9864, 
7776.36, 9864, 
7776.362, 9863, 
7776.364, 9862, 
7776.366, 9861, 
7776.368, 9861, 
7776.37, 9860, 
7776.372, 9859, 
7776.374, 9859, 
7776.376, 9858, 
7776.378, 9859, 
7776.38, 9858, 
7776.382, 9858, 
7776.384, 9857, 
7776.386, 9856, 
7776.388, 9856, 
7776.39, 9856, 
7776.392, 9856, 
7776.394, 9856, 
7776.396, 9856, 
7776.398, 9856, 
7776.4, 9856, 
7776.402, 9856, 
7776.404, 9857, 
7776.406, 9857, 
7776.408, 9857, 
7776.41, 9858, 
7776.412, 9858, 
7776.414, 9859, 
7776.416, 9860, 
7776.418, 9860, 
7776.42, 9860, 
7776.422, 9861, 
7776.424, 9862, 
7776.426, 9862, 
7776.428, 9863, 
7776.43, 9863, 
7776.432, 9863, 
7776.434, 9863, 
7776.436, 9863, 
7776.438, 9863, 
7776.44, 9863, 
7776.442, 9863, 
7776.444, 9862, 
7776.446, 9862, 
7776.448, 9862, 
7776.45, 9861, 
7776.452, 9861, 
7776.454, 9860, 
7776.456, 9859, 
7776.458, 9858, 
7776.46, 9858, 
7776.462, 9857, 
7776.464, 9857, 
7776.466, 9856, 
7776.468, 9856, 
7776.47, 9855, 
7776.472, 9854, 
7776.474, 9854, 
7776.476, 9853, 
7776.478, 9852, 
7776.48, 9852, 
7776.482, 9852, 
7776.484, 9852, 
7776.486, 9852, 
7776.488, 9852, 
7776.49, 9852, 
7776.492, 9852, 
7776.494, 9852, 
7776.496, 9853, 
7776.498, 9854, 
7776.5, 9854, 
7776.502, 9854, 
7776.504, 9855, 
7776.506, 9855, 
7776.508, 9856, 
7776.51, 9856, 
7776.512, 9857, 
7776.514, 9858, 
7776.516, 9858, 
7776.518, 9859, 
7776.52, 9860, 
7776.522, 9860, 
7776.524, 9861, 
7776.526, 9862, 
7776.528, 9862, 
7776.53, 9863, 
7776.532, 9863, 
7776.534, 9864, 
7776.536, 9864, 
7776.538, 9865, 
7776.54, 9865, 
7776.542, 9865, 
7776.544, 9866, 
7776.546, 9866, 
7776.548, 9866, 
7776.55, 9867, 
7776.552, 9867, 
7776.554, 9867, 
7776.556, 9868, 
7776.558, 9868, 
7776.56, 9868, 
7776.562, 9868, 
7776.564, 9868, 
7776.566, 9869, 
7776.568, 9869, 
7776.57, 9869, 
7776.572, 9869, 
7776.574, 9869, 
7776.576, 9869, 
7776.578, 9869, 
7776.58, 9869, 
7776.582, 9869, 
7776.584, 9868, 
7776.586, 9868, 
7776.588, 9868, 
7776.59, 9867, 
7776.592, 9866, 
7776.594, 9865, 
7776.596, 9865, 
7776.598, 9864, 
7776.6, 9863, 
7776.602, 9862, 
